Portfolio Value,105560.2601,
Liquidity,14.9407,
POSentered::,2,6052.96
Posrebal::,0,0
OutOfQuint::,0,0
Below100MA::,0,0
Negrebal::,6,6023.0234
AMD,2.22740072616,ADVANCED MICRO DEVC.,Semiconductors,
ACAD,3.48047645631,AUTODESK,Software,
BC,3.61890449719,BRUNSWICK,Recreational Products,
GLW,5.53587031186,CORNING,Telecom. Equipment,
DGN,1.3810310799,DATA GENERAL DEAD - MERGER 12/10/99,Computer Hardware,
INTC,2.46574004037,INTEL,Semiconductors,
IBM,3.95390272442,INTERNATIONAL BUS.MCHS.,Computer Services,
KMB,4.10162858248,KIMBERLY-CLARK,Personal Products,
IGL,5.14919155642,MALLINCKRODT DEAD - MERGER 545615,Pharmaceuticals,
NSM,2.48172939089,NATIONAL SEMICON. DEAD - DELIST.26/09/11,Semiconductors,
ORCL,3.70577923576,ORACLE,Software,
PKN,5.35476134167,APPLIED BIOSYSTEMS DEAD - DELIST.08/12/08,Medical Equipment,
TEK,3.76368909686,TEKTRONIX DEAD - DELIST.22/11/07,Electronic Equipment,
TXN,4.38446248201,TEXAS INSTRUMENTS,Semiconductors,
AZA,3.76880465834,ALZA CORP. DEAD - MERGER 22/06/01,Pharmaceuticals,
NOVL,4.13155480658,NOVELL DEAD - DELIST.28/04/11,Software,
FRE,2.89964708035,FREDDIE MAC,Mortgage Finance,
SUNW,3.25606435295,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DRAM,2.70461629906,MICRON TECHNOLOGY,Semiconductors,
AMAT,2.84616312725,APPLIED MATS.,Semiconductors,
COMS,3.10990139366,3COM DEAD - DELIST.22/04/10,Telecom. Equipment,
EMCS,3.09335160496,EMC DEAD - DELIST.07/09/16,Computer Hardware,
SGAT,2.8394776568,SEAGATE TECH. DEAD - MERGER 322081,Computer Hardware,
SCH,1.35593716674,CHARLES SCHWAB,Investment Services,
NLV,1.97043849459,GENERAL INSTM.DEL. DEAD - MERGER 904878,Telecom. Equipment,
PROG,6.6544178589,PROGRESSIVE OHIO,Prop. & Casualty Ins.,
KLAC,1.92780881562,KLA TENCOR,Semiconductors,
MEYR,2.17700297235,MEYER FRED DEAD - MERGER 912134,Food Retail,Wholesale,
CCE,2.0558653398,COCA COLA EUROPEAN PTNS.,Soft Drinks,
SLTN,2.15565971308,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.43456742013,TIME WARNER,Broadcast & Entertain,

20/01/1999
Trade,True,
Portfolio Value,109137.4223,
Liquidity,5.94709999998,
POSentered::,5,5904.4736
Posrebal::,0,0
OutOfQuint::,1,4014.48
Below100MA::,1,1881.0
Negrebal::,0,0
ACAD,3.86531834003,AUTODESK,Software,
BC,3.8254522711,BRUNSWICK,Recreational Products,
GLW,5.66769011916,CORNING,Telecom. Equipment,
DGN,1.66195972177,DATA GENERAL DEAD - MERGER 12/10/99,Computer Hardware,
INTC,2.72351585493,INTEL,Semiconductors,
IBM,4.00985281471,INTERNATIONAL BUS.MCHS.,Computer Services,
KMB,3.92396192777,KIMBERLY-CLARK,Personal Products,
IGL,4.97079726245,MALLINCKRODT DEAD - MERGER 545615,Pharmaceuticals,
NSM,2.32204494718,NATIONAL SEMICON. DEAD - DELIST.26/09/11,Semiconductors,
ORCL,3.9858324563,ORACLE,Software,
PKN,5.20362299229,APPLIED BIOSYSTEMS DEAD - DELIST.08/12/08,Medical Equipment,
TEK,3.30271681705,TEKTRONIX DEAD - DELIST.22/11/07,Electronic Equipment,
TXN,4.51854872149,TEXAS INSTRUMENTS,Semiconductors,
BGH,1.57416215611,UNISYS,Computer Services,
NOVL,4.22049550276,NOVELL DEAD - DELIST.28/04/11,Software,
FRE,2.60273922559,FREDDIE MAC,Mortgage Finance,
SUNW,3.42777932735,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DRAM,2.67552589979,MICRON TECHNOLOGY,Semiconductors,
AMAT,2.88768172601,APPLIED MATS.,Semiconductors,
CUCD,2.04873851048,AVIS BUDGET GROUP,Travel & Tourism,
COMS,3.17823156063,3COM DEAD - DELIST.22/04/10,Telecom. Equipment,
EMCS,3.64508334187,EMC DEAD - DELIST.07/09/16,Computer Hardware,
SGAT,2.77081860307,SEAGATE TECH. DEAD - MERGER 322081,Computer Hardware,
PMTC,1.58014837043,PTC,Software,
SCH,1.482682627,CHARLES SCHWAB,Investment Services,
NLV,2.15874623969,GENERAL INSTM.DEL. DEAD - MERGER 904878,Telecom. Equipment,
PROG,6.08724327549,PROGRESSIVE OHIO,Prop. & Casualty Ins.,
KLAC,1.91547496353,KLA TENCOR,Semiconductors,
ASND,0.189669130567,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
MEYR,2.10151564117,MEYER FRED DEAD - MERGER 912134,Food Retail,Wholesale,
CCE,1.97037089083,COCA COLA EUROPEAN PTNS.,Soft Drinks,
SPLS,0.0174092438685,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
SLTN,2.06499288008,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.41372745249,TIME WARNER,Broadcast & Entertain,

27/01/1999
Trade,True,
Portfolio Value,104759.801,
Liquidity,17.7457,
POSentered::,5,10211.8583
Posrebal::,5,8913.0894
OutOfQuint::,1,2261.0896
Below100MA::,2,6513.2469
Negrebal::,10,10362.4098
ACAD,3.76431719262,AUTODESK,Software,
BC,4.10486652223,BRUNSWICK,Recreational Products,
CHL,3.05580000099,JP MORGAN CHASE & CO.,Banks,
GLW,5.72650085504,CORNING,Telecom. Equipment,
DGN,1.67278859188,DATA GENERAL DEAD - MERGER 12/10/99,Computer Hardware,
INTC,2.72444675606,INTEL,Semiconductors,
IBM,3.09144535317,INTERNATIONAL BUS.MCHS.,Computer Services,
KMB,3.96284382022,KIMBERLY-CLARK,Personal Products,
IGL,3.95979179075,MALLINCKRODT DEAD - MERGER 545615,Pharmaceuticals,
NSM,3.188016747,NATIONAL SEMICON. DEAD - DELIST.26/09/11,Semiconductors,
ORCL,2.7773134086,ORACLE,Software,
PKN,5.71560841357,APPLIED BIOSYSTEMS DEAD - DELIST.08/12/08,Medical Equipment,
CPH,2.36065740522,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
TEK,3.2572226822,TEKTRONIX DEAD - DELIST.22/11/07,Electronic Equipment,
TXN,3.3462262877,TEXAS INSTRUMENTS,Semiconductors,
BGH,2.62505118733,UNISYS,Computer Services,
NOVL,3.21596639917,NOVELL DEAD - DELIST.28/04/11,Software,
FRE,2.64700770098,FREDDIE MAC,Mortgage Finance,
SUNW,1.82731351313,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
CSCO,2.13092071452,CISCO SYSTEMS,Telecom. Equipment,
DRAM,2.11233219124,MICRON TECHNOLOGY,Semiconductors,
AMAT,2.93649956437,APPLIED MATS.,Semiconductors,
CUCD,2.34067264026,AVIS BUDGET GROUP,Travel & Tourism,
COMS,3.13055195666,3COM DEAD - DELIST.22/04/10,Telecom. Equipment,
EMCS,1.93705980789,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,2.12508994743,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
SGAT,1.74702508265,SEAGATE TECH. DEAD - MERGER 322081,Computer Hardware,
SCH,1.65346018555,CHARLES SCHWAB,Investment Services,
NLV,1.62972818171,GENERAL INSTM.DEL. DEAD - MERGER 904878,Telecom. Equipment,
KLAC,1.88073094946,KLA TENCOR,Semiconductors,
SEE,0.0754106052569,SEALED AIR,Containers & Package,
ASND,1.71684174925,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
MEYR,2.35331680327,MEYER FRED DEAD - MERGER 912134,Food Retail,Wholesale,
SPLS,3.36617668833,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
SLTN,4.1826539934,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.64140489347,TIME WARNER,Broadcast & Entertain,

3/02/1999
Trade,True,
Portfolio Value,108646.1616,
Liquidity,6.25859999998,
POSentered::,5,9582.6434
Posrebal::,0,0
OutOfQuint::,2,6871.8763
Below100MA::,1,2699.28
Negrebal::,0,0
ACAD,3.55375426351,AUTODESK,Software,
BC,3.6506121722,BRUNSWICK,Recreational Products,
CHL,3.16585413543,JP MORGAN CHASE & CO.,Banks,
GLW,5.62180468233,CORNING,Telecom. Equipment,
DGN,1.39259406657,DATA GENERAL DEAD - MERGER 12/10/99,Computer Hardware,
GPS,2.64282774257,GAP,Apparel Retailers,
INTC,2.74449033089,INTEL,Semiconductors,
IBM,2.822810263,INTERNATIONAL BUS.MCHS.,Computer Services,
IGL,4.24660193426,MALLINCKRODT DEAD - MERGER 545615,Pharmaceuticals,
MILI,2.8068179815,MILLIPORE DEAD - DELIST.15/07/10,Medical Equipment,
NSM,2.62050675152,NATIONAL SEMICON. DEAD - DELIST.26/09/11,Semiconductors,
ORCL,3.54148728619,ORACLE,Software,
PKN,5.98123293479,APPLIED BIOSYSTEMS DEAD - DELIST.08/12/08,Medical Equipment,
CPH,2.81140166852,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
TEK,3.07189867626,TEKTRONIX DEAD - DELIST.22/11/07,Electronic Equipment,
TXN,3.55442138326,TEXAS INSTRUMENTS,Semiconductors,
BGH,2.38388394202,UNISYS,Computer Services,
NOVL,3.36681935756,NOVELL DEAD - DELIST.28/04/11,Software,
SUNW,2.08497931877,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DWD,2.5070489927,MORGAN STANLEY,Investment Services,
CSCO,2.32690990898,CISCO SYSTEMS,Telecom. Equipment,
DRAM,2.30495947866,MICRON TECHNOLOGY,Semiconductors,
AMAT,3.19366294115,APPLIED MATS.,Semiconductors,
CUCD,2.46274857813,AVIS BUDGET GROUP,Travel & Tourism,
LLSI,0.0101246098693,LSI DEAD - ACQD.BY 54332K,Semiconductors,
EMCS,2.13141446131,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,2.20635498272,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
SGAT,1.6654983235,SEAGATE TECH. DEAD - MERGER 322081,Computer Hardware,
LU,0.853228486261,LUCENT TECHNOLOGIES DEAD - DELIST 01/12/06,Telecom. Equipment,
SCH,1.58557060335,CHARLES SCHWAB,Investment Services,
NLV,1.45504450108,GENERAL INSTM.DEL. DEAD - MERGER 904878,Telecom. Equipment,
KLAC,1.95180958883,KLA TENCOR,Semiconductors,
SEE,0.0742087882468,SEALED AIR,Containers & Package,
ASND,1.85291405638,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
MEYR,2.40234902141,MEYER FRED DEAD - MERGER 912134,Food Retail,Wholesale,
SPLS,3.52732203657,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
SLTN,3.75967262888,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.65859858596,TIME WARNER,Broadcast & Entertain,

10/02/1999
Trade,True,
Portfolio Value,101377.2698,
Liquidity,4.06959999998,
POSentered::,1,7
Posrebal::,5,10936.9636
OutOfQuint::,1,2426.79
Below100MA::,1,2437.24
Negrebal::,6,6077.7446
ACAD,3.59155223571,AUTODESK,Software,
BC,3.61379084999,BRUNSWICK,Recreational Products,
CHL,3.12302699239,JP MORGAN CHASE & CO.,Banks,
GLW,5.83327664245,CORNING,Telecom. Equipment,
DGN,1.45996237906,DATA GENERAL DEAD - MERGER 12/10/99,Computer Hardware,
GPS,2.95833662311,GAP,Apparel Retailers,
INTC,2.73184176834,INTEL,Semiconductors,
IBM,2.91516284255,INTERNATIONAL BUS.MCHS.,Computer Services,
IGL,4.19030815131,MALLINCKRODT DEAD - MERGER 545615,Pharmaceuticals,
MILI,5.04716689461,MILLIPORE DEAD - DELIST.15/07/10,Medical Equipment,
ORCL,2.46516561842,ORACLE,Software,
PKN,5.66229492205,APPLIED BIOSYSTEMS DEAD - DELIST.08/12/08,Medical Equipment,
CPH,2.15123173499,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
ZY,0.00690490088539,TJX,Apparel Retailers,
TEK,3.13676823836,TEKTRONIX DEAD - DELIST.22/11/07,Electronic Equipment,
TXN,2.02137678796,TEXAS INSTRUMENTS,Semiconductors,
BGH,2.40191751544,UNISYS,Computer Services,
NOVL,3.36864467423,NOVELL DEAD - DELIST.28/04/11,Software,
SUNW,1.76812810558,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DWD,2.60044979037,MORGAN STANLEY,Investment Services,
CSCO,2.21183170983,CISCO SYSTEMS,Telecom. Equipment,
DRAM,1.51636555515,MICRON TECHNOLOGY,Semiconductors,
AMAT,1.31632613764,APPLIED MATS.,Semiconductors,
CUCD,2.23497555662,AVIS BUDGET GROUP,Travel & Tourism,
LLSI,0.160469896576,LSI DEAD - ACQD.BY 54332K,Semiconductors,
EMCS,2.16956917891,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,3.3772659362,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
SGAT,1.67179487408,SEAGATE TECH. DEAD - MERGER 322081,Computer Hardware,
LU,0.883274921259,LUCENT TECHNOLOGIES DEAD - DELIST 01/12/06,Telecom. Equipment,
SCH,1.57431740187,CHARLES SCHWAB,Investment Services,
NLV,1.48701972639,GENERAL INSTM.DEL. DEAD - MERGER 904878,Telecom. Equipment,
KLAC,2.00963806188,KLA TENCOR,Semiconductors,
SEE,7.59651765647,SEALED AIR,Containers & Package,
ASND,1.71636107722,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
SPLS,3.42788872383,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
SLTN,4.04877741144,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.54628419476,TIME WARNER,Broadcast & Entertain,

17/02/1999
Trade,True,
Portfolio Value,99060.5295,
Liquidity,5.42959999998,
POSentered::,5,12567.92
Posrebal::,0,0
OutOfQuint::,1,5628.56
Below100MA::,4,6940.72
Negrebal::,0,0
ACAD,3.67554829192,AUTODESK,Software,
BC,3.56133266984,BRUNSWICK,Recreational Products,
CMPQ,2.05926619845,COMPAQ COMPUTERS DEAD - MERGER.905277,Computer Hardware,
CHL,3.37924702896,JP MORGAN CHASE & CO.,Banks,
GLW,6.11090171893,CORNING,Telecom. Equipment,
GPS,3.07665425915,GAP,Apparel Retailers,
INTC,2.70484441535,INTEL,Semiconductors,
IBM,3.01204729579,INTERNATIONAL BUS.MCHS.,Computer Services,
LOW,4.50835466209,LOWE'S COMPANIES,Home Improvement Ret.,
IGL,4.22923239069,MALLINCKRODT DEAD - MERGER 545615,Pharmaceuticals,
MILI,4.52786798399,MILLIPORE DEAD - DELIST.15/07/10,Medical Equipment,
ORCL,2.53519480733,ORACLE,Software,
CPH,2.17228800498,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
ZY,0.00711373140803,TJX,Apparel Retailers,
TXN,1.97233773114,TEXAS INSTRUMENTS,Semiconductors,
BGH,2.56408724324,UNISYS,Computer Services,
NOVL,3.35455505515,NOVELL DEAD - DELIST.28/04/11,Software,
SUNW,1.61418478992,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DWD,2.77714293865,MORGAN STANLEY,Investment Services,
CSCO,2.18462218093,CISCO SYSTEMS,Telecom. Equipment,
PTW,2.68320794712,AIRTOUCH COMMUNICATIONS DEAD - MERGER 29/06/99,Mobile Telecom.,
DRAM,1.3280053182,MICRON TECHNOLOGY,Semiconductors,
AMAT,1.61532702084,APPLIED MATS.,Semiconductors,
CUCD,1.99381227818,AVIS BUDGET GROUP,Travel & Tourism,
LLSI,0.181040825145,LSI DEAD - ACQD.BY 54332K,Semiconductors,
EMCS,2.26349486654,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,3.58093179787,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
LU,0.780341074191,LUCENT TECHNOLOGIES DEAD - DELIST 01/12/06,Telecom. Equipment,
SCH,1.66227821344,CHARLES SCHWAB,Investment Services,
KLAC,2.19903427833,KLA TENCOR,Semiconductors,
SEE,7.25118524629,SEALED AIR,Containers & Package,
ASND,1.72016039951,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
SPLS,3.45243460464,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
DMG,0.00908535422274,DANAHER,Divers. Industrials,
CCL,3.42719750958,CARNIVAL,Recreational Services,
SLTN,4.21542265227,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.60473612247,TIME WARNER,Broadcast & Entertain,

24/02/1999
Trade,True,
Portfolio Value,102301.3504,
Liquidity,0.277099999986,
POSentered::,0,0
Posrebal::,5,7603.84
OutOfQuint::,1,4123.0
Below100MA::,1,3475.6875
Negrebal::,0,0
ACAD,3.61822320578,AUTODESK,Software,
CMPQ,1.78386697034,COMPAQ COMPUTERS DEAD - MERGER.905277,Computer Hardware,
CHL,3.33837626448,JP MORGAN CHASE & CO.,Banks,
GLW,6.5021828881,CORNING,Telecom. Equipment,
GPS,2.98513254034,GAP,Apparel Retailers,
INTC,2.74000117207,INTEL,Semiconductors,
IBM,2.97222371759,INTERNATIONAL BUS.MCHS.,Computer Services,
LOW,4.56042367159,LOWE'S COMPANIES,Home Improvement Ret.,
MILI,4.27709896584,MILLIPORE DEAD - DELIST.15/07/10,Medical Equipment,
ORCL,2.66743282403,ORACLE,Software,
CPH,2.33279423064,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
ZY,0.00707165640699,TJX,Apparel Retailers,
TXN,2.14366671742,TEXAS INSTRUMENTS,Semiconductors,
BGH,2.40954629666,UNISYS,Computer Services,
NOVL,3.41735469408,NOVELL DEAD - DELIST.28/04/11,Software,
SUNW,1.67937177103,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DWD,2.73100500538,MORGAN STANLEY,Investment Services,
CSCO,2.22243439711,CISCO SYSTEMS,Telecom. Equipment,
PTW,5.31951922308,AIRTOUCH COMMUNICATIONS DEAD - MERGER 29/06/99,Mobile Telecom.,
DRAM,1.51317650642,MICRON TECHNOLOGY,Semiconductors,
AMAT,1.58447321923,APPLIED MATS.,Semiconductors,
CUCD,1.98893288509,AVIS BUDGET GROUP,Travel & Tourism,
LLSI,2.44123854694,LSI DEAD - ACQD.BY 54332K,Semiconductors,
EMCS,2.30178779732,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,3.62127184589,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
LU,2.54847075802,LUCENT TECHNOLOGIES DEAD - DELIST 01/12/06,Telecom. Equipment,
SCH,1.70867734704,CHARLES SCHWAB,Investment Services,
KLAC,2.237873685,KLA TENCOR,Semiconductors,
SEE,7.0043063674,SEALED AIR,Containers & Package,
ASND,2.09322750054,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
SPLS,3.81480790306,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
DMG,0.00949234781558,DANAHER,Divers. Industrials,
CCL,3.16894643846,CARNIVAL,Recreational Services,
SLTN,4.47671509916,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.77860467422,TIME WARNER,Broadcast & Entertain,

3/03/1999
Trade,True,
Portfolio Value,99339.0614,
Liquidity,1.04059999999,
POSentered::,5,14133.06
Posrebal::,0,0
OutOfQuint::,1,2918.125
Below100MA::,5,11215.6985
Negrebal::,0,0
ACAD,3.64309622921,AUTODESK,Software,
CHL,3.51971716938,JP MORGAN CHASE & CO.,Banks,
CC,2.99183418699,CIRCUIT CITY STORES DEAD - DELIST.28/09/11,Specialty Retailers,
GLW,6.86819867618,CORNING,Telecom. Equipment,
GPS,3.25174201817,GAP,Apparel Retailers,
INTC,2.48218914619,INTEL,Semiconductors,
LOW,4.79676617923,LOWE'S COMPANIES,Home Improvement Ret.,
HR,1.58900232975,NAVISTAR INTL.,Comm. Vehicles,Trucks,
NT,2.18947105937,NORTEL NETWORKS (OTC) DEAD - DELIST.15/10/15,Telecom. Equipment,
ORCL,2.58961577022,ORACLE,Software,
CPH,2.31252436617,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
ZY,0.0080375230926,TJX,Apparel Retailers,
TXN,1.98845063781,TEXAS INSTRUMENTS,Semiconductors,
NOVL,3.70448436711,NOVELL DEAD - DELIST.28/04/11,Software,
SUNW,1.75101312161,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DWD,2.90841030636,MORGAN STANLEY,Investment Services,
CSCO,2.17849682643,CISCO SYSTEMS,Telecom. Equipment,
PTW,5.59293587205,AIRTOUCH COMMUNICATIONS DEAD - MERGER 29/06/99,Mobile Telecom.,
MSFT,3.05770958291,MICROSOFT,Software,
FDC1,4.39907518595,FIRST DATA DEAD - MERGER,Financial Admin.,
AMAT,1.39264200859,APPLIED MATS.,Semiconductors,
LLSI,2.62283533112,LSI DEAD - ACQD.BY 54332K,Semiconductors,
EMCS,2.20940279591,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,3.60145339565,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
LU,2.80886487216,LUCENT TECHNOLOGIES DEAD - DELIST 01/12/06,Telecom. Equipment,
SCH,1.88235279622,CHARLES SCHWAB,Investment Services,
KLAC,1.87627603254,KLA TENCOR,Semiconductors,
SEE,6.86841319401,SEALED AIR,Containers & Package,
ASND,2.34801896367,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
SPLS,3.57090146616,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
DMG,0.00903632455702,DANAHER,Divers. Industrials,
CCL,3.06085537466,CARNIVAL,Recreational Services,
SLTN,4.10394455368,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.82118481341,TIME WARNER,Broadcast & Entertain,

10/03/1999
Trade,True,
Portfolio Value,106351.2351,
Liquidity,4.48859999999,
POSentered::,4,7109.16
Posrebal::,2,992.83
OutOfQuint::,0,0
Below100MA::,1,4370.0
Negrebal::,3,3735.438
ACAD,3.47011371944,AUTODESK,Software,
CHL,1.72913459658,JP MORGAN CHASE & CO.,Banks,
CC,1.8180042744,CIRCUIT CITY STORES DEAD - DELIST.28/09/11,Specialty Retailers,
GLW,6.98527769143,CORNING,Telecom. Equipment,
GPS,3.18034002785,GAP,Apparel Retailers,
INTC,2.36274472754,INTEL,Semiconductors,
LOW,4.86479098727,LOWE'S COMPANIES,Home Improvement Ret.,
HR,1.56856429399,NAVISTAR INTL.,Comm. Vehicles,Trucks,
NT,2.18615232612,NORTEL NETWORKS (OTC) DEAD - DELIST.15/10/15,Telecom. Equipment,
ORCL,2.62189113025,ORACLE,Software,
CPH,2.45719760334,PROVIDIAN FINL. DEAD - DELIST.20/10/05,Consumer Finance,
VO,0.0432529062373,SEAGRAM (NYS) DEAD - MERGER 152866,Divers. Industrials,
ZY,0.00828622252644,TJX,Apparel Retailers,
TXN,2.06203529083,TEXAS INSTRUMENTS,Semiconductors,
SUNW,2.13805697495,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,Computer Hardware,
DWD,2.89958550749,MORGAN STANLEY,Investment Services,
CSCO,2.2327298764,CISCO SYSTEMS,Telecom. Equipment,
PTW,5.50910386183,AIRTOUCH COMMUNICATIONS DEAD - MERGER 29/06/99,Mobile Telecom.,
MSFT,3.07269379329,MICROSOFT,Software,
FDC1,4.77143494876,FIRST DATA DEAD - MERGER,Financial Admin.,
DRAM,1.55710462454,MICRON TECHNOLOGY,Semiconductors,
AMAT,1.36223147633,APPLIED MATS.,Semiconductors,
LLSI,2.40453248859,LSI DEAD - ACQD.BY 54332K,Semiconductors,
EMCS,2.37328696524,EMC DEAD - DELIST.07/09/16,Computer Hardware,
ADCO,3.51191972194,WORLDCOM GP. DEAD - DELIST 21/04/04,Fixed Line Telecom.,
LU,2.72246955785,LUCENT TECHNOLOGIES DEAD - DELIST 01/12/06,Telecom. Equipment,
GDT,1.783712242,GUIDANT DEAD - DELIST.24/04/06,Medical Equipment,
SCH,2.05451304627,CHARLES SCHWAB,Investment Services,
KLAC,2.0330663748,KLA TENCOR,Semiconductors,
CAL1,3.30053524691,NEXTEL COMMS.'A' DEAD - ACQD.BY 904864,Mobile Telecom.,
SEE,6.60547100689,SEALED AIR,Containers & Package,
ASND,2.27952218676,ASCEND COMMS. DEAD - MERGER 873791,Telecom. Equipment,
SPLS,3.82675386532,STAPLES DEAD - DELIST.13/09/17,Specialty Retailers,
DMG,0.00938700899018,DANAHER,Divers. Industrials,
CCL,2.96188379668,CARNIVAL,Recreational Services,
SLTN,3.41454426607,SOLECTRON DEAD - MERGER,Electrical Equipment,
AMER,1.81345482089,TIME WARNER,Broadcast & Entertain,

17/03/1999
Trade,True,
Portfolio Value,107999.452,
Liquidity,15.4675,
POSentered::,3,6165.8125
Posrebal::,0,0
OutOfQuint::,2,2820.2698
Below100MA::,2,3356.5216
Negrebal::,0,0
ACAD,3.36112816572,AUTODESK,Software,
CHL,1.77971690079,JP MORGAN CHASE & CO.,Banks,
CC,2.16242763898,CIRCUIT CITY STORES DEAD - DELIST.28/09/11,Specialty Retailers,
GLW,6.90744245628,CORNING,Telecom. Equipment,
GPS,3.05576170886,GAP,Apparel Retailers,
INTC,2.39885476456,INTEL,Semiconductors,
